Name,DIY,Buy_Price,Sell_Price,Color 1,Color 2,Style,Type,Balance
water sandals,No,1040,260,Pink,Pink,Cute,Shoe,-780
water sandals,No,1040,260,Blue,Blue,Cute,Shoe,-780
water sandals,No,1040,260,Red,Red,Cute,Shoe,-780
water sandals,No,1040,260,Light blue,Light blue,Cute,Shoe,-780
water sandals,No,1040,260,Orange,Orange,Cute,Shoe,-780
water sandals,No,1040,260,Purple,Purple,Cute,Shoe,-780
water sandals,No,1040,260,Green,Green,Cute,Shoe,-780
water sandals,No,1040,260,Yellow,Yellow,Cute,Shoe,-780
water shoes,No,900,225,Pink,Black,Active,Shoe,-675
water shoes,No,900,225,Light blue,Black,Active,Shoe,-675
water shoes,No,900,225,Orange,Black,Active,Shoe,-675
water shoes,No,900,225,Green,Black,Active,Shoe,-675
water shoes,No,900,225,Blue,Black,Active,Shoe,-675
water shoes,No,900,225,Yellow,Black,Active,Shoe,-675
water shoes,No,900,225,Red,Black,Active,Shoe,-675
water shoes,No,900,225,Gray,Black,Active,Shoe,-675
wedding pumps,No,3000,750,White,White,Elegant,Shoe,-2250
wedding shoes,No,3000,750,White,White,Elegant,Shoe,-2250
wingtip shoes,No,900,225,Black,White,Elegant,Shoe,-675
wingtip shoes,No,900,225,Brown,White,Elegant,Shoe,-675
wingtip shoes,No,900,225,Gray,White,Elegant,Shoe,-675
wingtip shoes,No,900,225,Green,Green,Elegant,Shoe,-675
wingtip shoes,No,900,225,Gray,Gray,Elegant,Shoe,-675
wingtip shoes,No,900,225,Red,Red,Elegant,Shoe,-675
wingtip shoes,No,900,225,Black,Black,Elegant,Shoe,-675
winklepickers,No,910,227,Red,Black,Cool,Shoe,-683
winklepickers,No,910,227,White,Black,Cool,Shoe,-683
winklepickers,No,910,227,Black,Black,Cool,Shoe,-683
winklepickers,No,910,227,Blue,Black,Cool,Shoe,-683
wooden clogs,No,1300,325,Yellow,Red,Elegant,Shoe,-975
wooden clogs,No,1300,325,Blue,Pink,Elegant,Shoe,-975
wooden clogs,No,1300,325,Red,Yellow,Elegant,Shoe,-975
wooden clogs,No,1300,325,Green,Red,Elegant,Shoe,-975
wooden clogs,No,1300,325,Brown,Orange,Elegant,Shoe,-975
work boots,No,1920,480,Red,Black,Cool,Shoe,-1440
work boots,No,1920,480,Purple,Black,Cool,Shoe,-1440
work boots,No,1920,480,Pink,Black,Cool,Shoe,-1440
work boots,No,1920,480,Yellow,Black,Cool,Shoe,-1440
work boots,No,1920,480,White,Black,Cool,Shoe,-1440
work boots,No,1920,480,Blue,Black,Cool,Shoe,-1440
work boots,No,1920,480,Green,Black,Cool,Shoe,-1440
work boots,No,1920,480,Gray,Black,Cool,Shoe,-1440
wrestling shoes,No,1080,270,Red,White,Active,Shoe,-810
wrestling shoes,No,1080,270,Blue,White,Active,Shoe,-810
wrestling shoes,No,1080,270,Green,White,Active,Shoe,-810
wrestling shoes,No,1080,270,Pink,White,Active,Shoe,-810
wrestling shoes,No,1080,270,Black,White,Active,Shoe,-810
wrestling shoes,No,1080,270,Yellow,White,Active,Shoe,-810
zap boots,No,2640,660,White,Red,Active,Shoe,-1980
zori,No,4300,1075,Red,Black,Elegant,Shoe,-3225
zori,No,4300,1075,Yellow,Yellow,Elegant,Shoe,-3225
zori,No,4300,1075,Pink,Pink,Elegant,Shoe,-3225
zori,No,4300,1075,Pink,Beige,Elegant,Shoe,-3225
zori,No,4300,1075,Green,Green,Elegant,Shoe,-3225
zori,No,4300,1075,Black,White,Elegant,Shoe,-3225
zori,No,4300,1075,White,Light blue,Elegant,Shoe,-3225
zori,No,4300,1075,Yellow,Red,Elegant,Shoe,-3225
